results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/languageCode,results/resultEndTime,results/alternatives/0/words/1/endTime,results/alternatives/0/words/1/startTime,results/alternatives/0/words/1/word,results/alternatives/0/words/2/endTime,results/alternatives/0/words/2/startTime,results/alternatives/0/words/2/word,results/alternatives/0/words/3/endTime,results/alternatives/0/words/3/startTime,results/alternatives/0/words/3/word,results/alternatives/0/words/4/endTime,results/alternatives/0/words/4/startTime,results/alternatives/0/words/4/word,results/alternatives/0/words/5/endTime,results/alternatives/0/words/5/startTime,results/alternatives/0/words/5/word,results/alternatives/0/words/6/endTime,results/alternatives/0/words/6/startTime,results/alternatives/0/words/6/word,results/alternatives/0/words/7/endTime,results/alternatives/0/words/7/startTime,results/alternatives/0/words/7/word,results/alternatives/0/words/8/endTime,results/alternatives/0/words/8/startTime,results/alternatives/0/words/8/word,results/alternatives/0/words/9/endTime,results/alternatives/0/words/9/startTime,results/alternatives/0/words/9/word,results/alternatives/0/words/10/endTime,results/alternatives/0/words/10/startTime,results/alternatives/0/words/10/word,results/alternatives/0/words/11/endTime,results/alternatives/0/words/11/startTime,results/alternatives/0/words/11/word,results/alternatives/0/words/12/endTime,results/alternatives/0/words/12/startTime,results/alternatives/0/words/12/word,results/alternatives/0/words/13/endTime,results/alternatives/0/words/13/startTime,results/alternatives/0/words/13/word,results/alternatives/0/words/14/endTime,results/alternatives/0/words/14/startTime,results/alternatives/0/words/14/word,results/alternatives/0/words/15/endTime,results/alternatives/0/words/15/startTime,results/alternatives/0/words/15/word,results/alternatives/0/words/16/endTime,results/alternatives/0/words/16/startTime,results/alternatives/0/words/16/word,results/alternatives/0/words/17/endTime,results/alternatives/0/words/17/startTime,results/alternatives/0/words/17/word,results/alternatives/0/words/18/endTime,results/alternatives/0/words/18/startTime,results/alternatives/0/words/18/word,results/alternatives/0/words/19/endTime,results/alternatives/0/words/19/startTime,results/alternatives/0/words/19/word,results/alternatives/0/words/20/endTime,results/alternatives/0/words/20/startTime,results/alternatives/0/words/20/word
0.96399021, seguro segura,17920s,17919s,seguro,es-es,17921.420s,17921s,17920s,segura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.80452168, 600/600 selección,17925.900s,17921.900s,600/600,es-es,17928.030s,17927.600s,17925.900s,selección,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, seleccionar,17929.700s,17928.500s,seleccionar,es-es,17930.160s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16341834, selecto selecta,17931.700s,17930.600s,selecto,es-es,17933.130s,17932.700s,17931.700s,selecta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sellar,17934.800s,17933.900s,sellar,es-es,17935.210s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.69417548, Tello,17936.800s,17935.900s,Tello,es-es,17937.140s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, selva semáforo semana,17938.400s,17937.500s,selva,es-es,17942.090s,17940.200s,17938.400s,semáforo,17941.700s,17940.200s,semana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.85896403, semanal semanario semanaria,17943.500s,17942.500s,semanal,es-es,17946.710s,17945.200s,17943.500s,semanario,17946.400s,17945.200s,semanaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, semántico semántica semblante sembrar semejante semejanza,17948.300s,17947.200s,semántico,es-es,17956.400s,17949.500s,17948.300s,semántica,17951.100s,17949.500s,semblante,17952.600s,17951.100s,sembrar,17954.400s,17952.600s,semejante,17956.100s,17954.400s,semejanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, semestre,17957.700s,17956.800s,semestre,es-es,17958.230s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95648116, semiconductor semilla seminario,17960s,17958.700s,semiconductor,es-es,17963.630s,17961.600s,17960s,semilla,17963.300s,17961.600s,seminario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.70673132, cenado,17965.100s,17964.200s,cenado,es-es,17965.470s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.72442859, cenador senador a,17966.900s,17965.900s,cenador,es-es,17968.090s,17967.400s,17966.900s,senador,17967.800s,17967.400s,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sencillez sencillo sencilla,17970s,17968.800s,sencillez,es-es,17973.150s,17971.800s,17970s,sencillo,17972.800s,17971.800s,sencilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sendero,17974.500s,17973.600s,sendero,es-es,17974.910s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sendos sendas,17976.400s,17975.400s,sendos,es-es,17977.620s,17976.900s,17976.400s,sendas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.90035415, ceno sensación,17979s,17978.100s,ceno,es-es,17981.230s,17980.900s,17979s,sensación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sensacional,17982.800s,17981.700s,sensacional,es-es,17983.210s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sensato sensata,17984.900s,17983.900s,sensato,es-es,17986.300s,17985.900s,17984.900s,sensata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sensibilidad sensible sentar sentencia sentenciar sentido sentimental sentimiento sentir,17988s,17986.800s,sensibilidad,es-es,18002s,17989.800s,17988s,sensible,17991.400s,17989.800s,sentar,17993.200s,17991.400s,sentencia,17994.900s,17993.200s,sentenciar,17996.500s,17994.900s,sentido,17997.800s,17996.500s,sentimental,18000s,17997.800s,sentimiento,18001.500s,18000s,sentir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94734728, seña señal señal seño ñora señorito señorita separación,18003.300s,18002.500s,seña,es-es,18013.860s,18004.500s,18003.300s,señal,18006.500s,18004.500s,señal,18008s,18006.500s,seño,18008.900s,18008s,ñora,18010.600s,18008.900s,señorito,18011.700s,18010.600s,señorita,18013.500s,18011.700s,separación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, separar separatismo,18015.200s,18014.300s,separar,es-es,18017.480s,18017.100s,18015.200s,separatismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, septentrional,18019.200s,18017.900s,septentrional,es-es,18019.540s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, septiembre,18021s,18019.900s,septiembre,es-es,18021.360s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.69681954, séptimo séptimo,18022.900s,18022s,séptimo,es-es,18024.450s,18023.800s,18022.900s,séptimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sepulcro,18026s,18024.900s,sepulcro,es-es,18026.320s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sepultar,18027.800s,18026.700s,sepultar,es-es,18028.140s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sepultura,18029.800s,18028.700s,sepultura,es-es,18030.120s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95625728, sequedad,18031.600s,18030.700s,sequedad,es-es,18031.970s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sequía,18033.500s,18032.600s,sequía,es-es,18033.880s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91797453, sequito,18035.400s,18034.500s,sequito,es-es,18035.760s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.73989987, ser,18037s,18036.200s,ser,es-es,18037.420s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7617712, sed serenar serenata,18038.600s,18037.900s,sed,es-es,18042.140s,18040.100s,18038.600s,serenar,18041.800s,18040.100s,serenata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91120607, Tere no Serena,18043.300s,18042.600s,Tere,es-es,18044.690s,18043.500s,18043.300s,no,18044.400s,18043.500s,Serena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.92228603, serie seriedad serio seria sermón serpiente Serrano serrana servicio,18046.100s,18045.300s,serie,es-es,18057.850s,18047.800s,18046.100s,seriedad,18049.300s,18047.800s,serio,18050.300s,18049.300s,seria,18051.800s,18050.300s,sermón,18053.500s,18051.800s,serpiente,18055.100s,18053.500s,Serrano,18055.800s,18055.100s,serrana,18057.500s,18055.800s,servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94534272, Servidor servidor a servidumbre servilleta servir sésamo 60 sesión,18059.200s,18058.300s,Servidor,es-es,18069.860s,18059.900s,18059.200s,servidor,18060.200s,18059.900s,a,18061.700s,18060.200s,servidumbre,18063.400s,18061.700s,servilleta,18065s,18063.400s,servir,18066.700s,18065s,sésamo,18068.100s,18066.700s,60,18069.500s,18068.100s,sesión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95664817, sexo Z700 770,18071.100s,18070.200s,sexo,es-es,18077.070s,18074.400s,18071.100s,Z700,18076.700s,18074.400s,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.88364428, seudónimo pseudonima severo severa,18078.500s,18077.500s,seudónimo,es-es,18082.010s,18079.500s,18078.500s,pseudonima,18080.800s,18079.500s,severo,18081.700s,18080.800s,severa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, 60° 60°,18083.700s,18082.400s,60°,es-es,18085.360s,18084.400s,18083.700s,60°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sexo sexología,18086.800s,18086s,sexo,es-es,18089.020s,18088.400s,18086.800s,sexología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8856107, sexto sexta,18090.400s,18089.600s,sexto,es-es,18091.840s,18091.500s,18090.400s,sexta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sexual,18093.200s,18092.200s,sexual,es-es,18093.580s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sexy,18094.900s,18094.100s,sexy,es-es,18095.340s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.50024641, Soc,18096.500s,18095.800s,Soc,es-es,18096.910s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.72457212, si,18098.400s,18097.600s,si,es-es,18098.800s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.71072495, si,18100.100s,18099.400s,si,es-es,18100.550s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.78707707, si da siderurgia sidra,18101.700s,18101s,si,es-es,18105.270s,18101.900s,18101.700s,da,18103.600s,18101.900s,siderurgia,18104.900s,18103.600s,sidra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, siembra,18106.800s,18105.900s,siembra,es-es,18107.100s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, siempre,18108.600s,18107.700s,siempre,es-es,18108.940s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.83830559, 100 sierra ciervo Cierva,18110.400s,18109.500s,100,es-es,18114.340s,18111.700s,18110.400s,sierra,18113.300s,18111.700s,ciervo,18114.100s,18113.300s,Cierva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.85307455, siesta 7 sigiloso sigilosa sigla siglo significación,18115.700s,18114.800s,siesta,es-es,18125.780s,18117.400s,18115.700s,7,18119.200s,18117.400s,sigiloso,18120.300s,18119.200s,sigilosa,18121.800s,18120.300s,sigla,18123.400s,18121.800s,siglo,18125.400s,18123.400s,significación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96021211, significado significado,18127.400s,18126.200s,significado,es-es,18128.740s,18128.300s,18127.400s,significado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, significar,18130.600s,18129.500s,significar,es-es,18130.950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, significativo significativa,18132.800s,18131.400s,significativo,es-es,18134.330s,18134s,18132.800s,significativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.85387218, signo,18136s,18135.200s,signo,es-es,18136.340s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, siguiente,18138s,18137s,siguiente,es-es,18138.400s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sílaba,18139.700s,18138.800s,sílaba,es-es,18140.120s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.93784094, silbar silbido,18141.500s,18140.500s,silbar,es-es,18143.490s,18143.200s,18141.500s,silbido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, silencio,18145.100s,18144.100s,silencio,es-es,18145.520s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, silencioso silenciosa,18147.200s,18146.100s,silencioso,es-es,18148.390s,18148s,18147.200s,silenciosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, silueta,18150.100s,18149.100s,silueta,es-es,18150.400s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, silla,18151.900s,18151.100s,silla,es-es,18152.340s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sillón,18153.900s,18153s,sillón,es-es,18154.320s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, silvestre,18156.300s,18155.200s,silvestre,es-es,18156.640s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, silvicultura,18158.400s,18157.200s,silvicultura,es-es,18158.730s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95697701, simbólico simbólica,18160.500s,18159.300s,simbólico,es-es,18162.020s,18161.700s,18160.500s,simbólica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simbolismo,18164s,18162.900s,simbolismo,es-es,18164.340s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simbolizar,18166.100s,18165s,simbolizar,es-es,18166.420s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, símbolo,18168.100s,18167.200s,símbolo,es-es,18168.500s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simetría,18170.200s,18169.200s,simetría,es-es,18170.470s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87502855, simétrico simétrica,18172.600s,18171.400s,simétrico,es-es,18174.230s,18173.800s,18172.600s,simétrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, similar,18175.900s,18174.900s,similar,es-es,18176.270s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, similitud,18178.300s,18177.100s,similitud,es-es,18178.680s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simpatía,18180.600s,18179.500s,simpatía,es-es,18180.900s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simpático simpática,18182.800s,18181.800s,simpático,es-es,18184.440s,18184s,18182.800s,simpática,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simpatizar,18186.300s,18185.100s,simpatizar,es-es,18186.670s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simple,18188.300s,18187.300s,simple,es-es,18188.690s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simplificar,18190.500s,18189.300s,simplificar,es-es,18190.980s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simposio,18192.800s,18191.700s,simposio,es-es,18193.200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simulación,18195.200s,18193.900s,simulación,es-es,18195.610s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simular,18197.400s,18196.400s,simular,es-es,18197.870s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, simultáneo simultánea,18199.600s,18198.400s,simultáneo,es-es,18201.370s,18201s,18199.600s,simultánea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.68944067, fin,18203s,18202.200s,fin,es-es,18203.390s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sinceridad,18205s,18203.800s,sinceridad,es-es,18205.360s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sincero sincera,18207s,18206s,sincero,es-es,18208.610s,18208.200s,18207s,sincera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sindicato,18210.600s,18209.500s,sindicato,es-es,18210.920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.93904287, síndrome,18212.600s,18211.600s,síndrome,es-es,18212.930s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sinfonía,18214.800s,18213.800s,sinfonía,es-es,18215.090s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9032405, sinfónico sinfónica,18216.700s,18215.600s,sinfónico,es-es,18218.140s,18217.800s,18216.700s,sinfónica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, singular,18219.600s,18218.600s,singular,es-es,18220.050s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, siniestro siniestra,18221.700s,18220.700s,siniestro,es-es,18223.220s,18222.800s,18221.700s,siniestra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.76038587, chino sinologia,18224.500s,18223.600s,chino,es-es,18226.710s,18226.400s,18224.500s,sinologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.70365274, sinologo si no la haga,18228.600s,18227.500s,sinologo,es-es,18229.780s,18229s,18228.600s,si,18229.100s,18229s,no,18229.300s,18229.100s,la,18229.400s,18229.300s,haga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.80343211, sinónimo sinónimo,18231.300s,18230.200s,sinónimo,es-es,18232.520s,18232.200s,18231.300s,sinónimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sinopsis,18234.300s,18233.100s,sinopsis,es-es,18234.610s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95456237, sintáctico sintáctica,18236.400s,18235.200s,sintáctico,es-es,18237.990s,18237.600s,18236.400s,sintáctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sintaxis,18239.600s,18238.400s,sintaxis,es-es,18239.990s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, síntesis,18241.900s,18240.800s,síntesis,es-es,18242.220s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.92750484, sintético sintética sintetizar,18243.800s,18242.700s,sintético,es-es,18247.280s,18245s,18243.800s,sintética,18246.900s,18245s,sintetizar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96039677, síntoma,18248.800s,18247.800s,síntoma,es-es,18249.120s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.62091696, si no eso si no os ha,18250.300s,18249.600s,si,es-es,18252.300s,18250.400s,18250.300s,no,18250.700s,18250.400s,eso,18251.500s,18250.700s,si,18251.700s,18251.500s,no,18251.900s,18251.700s,os,18252s,18251.900s,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9369579, sinvergüenza,18253.900s,18253.200s,sinvergüenza,es-es,18254.670s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.92031795, siquiera,18256.400s,18255.400s,siquiera,es-es,18256.760s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sirena,18258.600s,18257.600s,sirena,es-es,18259.020s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sirviente sirvienta,18261.300s,18260.200s,sirviente,es-es,18263.140s,18262.700s,18261.300s,sirvienta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96238577, sísmico sísmica,18264.900s,18264s,sísmico,es-es,18266.610s,18266.300s,18264.900s,sísmica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.89042103, sismo,18268.300s,18267.400s,sismo,es-es,18268.620s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sistema,18270.500s,18269.400s,sistema,es-es,18270.850s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.78185904, sistemático sistemática,18272.800s,18271.500s,sistemático,es-es,18274.180s,18273.800s,18272.800s,sistemática,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82712466, sistematizacion,18276.100s,18274.700s,sistematizacion,es-es,18276.510s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.83954561, sitiar,18278s,18277.100s,sitiar,es-es,18278.430s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, sitio situación,18279.900s,18278.800s,sitio,es-es,18282.120s,18281.700s,18279.900s,situación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, situar,18283.600s,18282.600s,situar,es-es,18283.980s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, soberanía,18285.600s,18284.500s,soberanía,es-es,18285.960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.76423305, soberano soberana,18287.700s,18286.600s,soberano,es-es,18289.270s,18288.900s,18287.700s,soberana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, soberbio soberbia,18290.900s,18289.800s,soberbio,es-es,18292.170s,18291.900s,18290.900s,soberbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
